职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
移动开发工程师(职位编号：001),北京盛安德科技发展有限公司威海分公司,无工作经验,本科,威海,5000,8000,岗位职责：1、根据需求分析或设计文档完成代码编写、调试、单元测试和维护；2、根据项目要求进行相关文档的书写；3、协助项目负责人进行架构或者模块设计；4、协助测试工程师制定测试计划，修改测试过程中发现的问题。任职要求：1. 良好职业道德，做事认真、主动，对软件开发有浓厚的兴趣，乐于学习。2. 三年以上开发经验3. 两年以上.Net或Java开发经验，熟悉SQL Server。4. 对.面向对象有较深的理解5. 了解设计模式，了解单元测试。最好有敏捷开发经验。6. 良好的沟通能力和团队协作能力,民营公司,50,50,计算机软件
移动开发工程师,辽宁泰利达信息技术有限公司,2年经验,大专,盘锦,3000,8000,1、能够熟练开发安卓APP、IOS APP或结合微信公众号开发移动应用功能并具备2年以上工作经验2、熟悉移动应用与服务端应用的交互过程及原理3、了解数据库相关知识并能熟练应用4、能适应出差，单次一般为3个月左右5、完全服从公司各类制度及负责的管理6、有油田行业经验者优先,民营公司,50,50,计算机软件
移动开发工程师,杭州中房信息科技有限公司,5-7年经验,本科,杭州-下城区,10000,15000,任职资格：1. 本科及以上学历，计算机相关专业，有激情，有责任感，肯于钻研技术难题，具备良好的沟通技巧和团队合作精神；2. 从事移动端应用开发三至五年，重视代码设计和编码规范，重视代码测试；3. 精通Andriod或IOS工作机制和内核；4. 掌握IOS、Android开发工具和测试工具的使用；5. 掌握基于cordova的移动端开发框架的原理；6. 熟悉应用javascirpt、html、jquery等开发语言；7. 熟悉利用json、xml等数据格式与后台服务进行数据通信；8. 能独立开展各项工作，并承受工作压力；9. 在App Store上发布过作品的优先；有利用ionic开发框架进行混合模式移动端开发的优先；岗位职责：1. 负责Android、IOS产品的开发，包括：需求收集、技术分析、构架设计及详细设计；2. 根据项目任务计划按时完成软件编码和单元测试工作；3. 按照开发流程编写相应模块的设计文档；4. 解决研发过程中的关键问题和技术难题;5. 协调和指导的其他开发人员的开发工作;6. 协助上级保证研发工作的质量和进度。7. 参与项目的需求分析和模块设计，独立完成开发工作，进行模块测试，保证代码质量。学习和研究新的移动互联网技术并尝试应用到产品中。,国企,150,500,"计算机服务(系统、数据服务、维修),计算机软件"
"高级移动开发工程师（iOS,Android）",初未（上海）健康科技有限公司,3-4年经验,本科,上海-静安区,20000,30000,岗位职责1、根据公司发展需求，完成Android及iOS应用程序开发和架构设计。；2、负责App缺陷修复、易用性改进和性能优化，周期性完成版本发布；3、负责跟进和管理第三方软件开发商的开发工作；4、分析并解决软件开发过程中的问题，持续不断地改进用户体验。任职要求：1、三年以上iOS、Android应用开发经验，具有扎实的Objective C、Java语言基础；2、精通iOS、Android开发工具和相关开发测试工具的使用；3、熟悉iOS、Android下地理定位、数据库、TTS开发、支付接口等开发；4、参与开发过成功的App Store上线产品，做过电商类产品项目；5、具有良好的编码风格，有较强的独立工作能力； 。,民营公司,50,150,"快速消费品(食品、饮料、化妆品),贸易/进出口"
Unity3D移动开发工程师,上海锐战网络科技有限公司,无工作经验,本科,上海-黄浦区,10000,15000,1、执行主管分配的开发任务，根据策划文档和主管要求，做好模块设计，设计要清晰合理。2、在规定期限内完成分配的开发任务，代码结构要清晰，完成品质高。3、快速完成第三方SDK接入，应对第三方多变需求。4、能够解决开发中碰到的疑难杂症和快速解决线上发生的问题。任职资格教育背景：本科以上学历、计算机相关教育背景。工作经验：有1年以上Unity3D工作经验。行业经验：完整参与发布过一款Unity3D手机游戏。专业技能：熟悉Unity3D引擎，使用过ULua框架优先熟练掌握C#语言，熟悉Lua脚本优先熟练掌握UGUI或者NGUI有IOS/Android SDK接入经验者优先有较强的学习能力，善于独立解决问题综合素质：逻辑思维能力强，学习能力强，品质导向。具有良好的沟通能力,民营公司,150,500,网络游戏
移动开发工程师,武汉共成联创信息技术有限公司,1年经验,大专,武汉-汉阳区,6000,8000,"1.    精通ReactNative,ReactNative2. 掌握IOS或者安卓开发中的一种3. 了解nginx，node4j，yarn4. 有ReactNative项目工作经验，能熟练的调试ReactNative的APP代码5.有较强的学习能力和沟通能力，思维敏捷，善于分析思考问题；有规范化、标准化的代码编写习惯；6.耐心细致，有责任心，综合素质强，具有团队合作精神；",民营公司,50,150,计算机软件
移动开发实习生,北京思路创新科技有限公司,无工作经验,大专,北京-海淀区,2000,4000,岗位职责：1、负责手机端（iOS、Android）APP的设计和开发；2、持续性能优化，配合产品与交互提升用户体验；3、保证APP对主流手机的适配，保持功能和体验的完整及一致。任职要求：1、计算机、软件开发等相关专业，本科及以上学历；2、熟练掌握HTML5、JavaScript、Apache Cordova，AngularJS、IONIC等开发技术；3、能够根据需求，负责公司App功能开发、调试、上线及更新4、有实际项目开发经验，有很好的沟通能力；5．良好的团队合作精神、较好的沟通能力、较强的学习能力、高度的责任感，较高的道德水准。,民营公司,150,500,"计算机软件,环保"
移动开发主管,上海卓易科技股份有限公司,2年经验,本科,上海-徐汇区,15000,30000,"1、负责Android/IOS端app开发管理；2、APP的持续集成平台优化；岗位要求：1、3年以上移动App端开发经验；2、熟悉Android-app开发，打包流程；3、熟悉IOS-app开发，打包流程,熟悉fastlane的使用方式；4、熟悉Weex开发，了解Weex-toolKit工作原理；5、熟悉JavaScript, 熟悉Vue.js,有Vue开发经验的加分；6、熟悉Jenkins持续集成的使用，了解jenkins-cli的使用方式；7、 熟悉shell脚本编写；8、了解node，了解webpack的使用。我们是一群有趣单纯的人，看重价值，喜爱挑战，脑洞里常迸发有胆量的想法。 如果你想寻找一片天放飞自我，那么请动动你的小指头点击“立即申请”按钮，高大上的办公环境，每日的酸奶水果，丰厚的节日礼品，每年的集体出游都在等你来哦~",上市公司,500,1000,"互联网/电子商务,计算机软件"
ios移动开发工程师,上海览逸信息科技有限公司,3-4年经验,本科,上海-徐汇区,8000,10000,职位要求:1、参与公司iOS客户端的产品的架构规划设计；2、负责基于iOS系统的应用程序开发测试；3、配合美术及策划人员能够优化iOS客户端的用户操作体验。任职要求：1. 计算机及相关专业毕业，大学本科学历工作两年以上；2. 熟悉C/Objective-C，IOS开发平台及框架原理；3. 熟悉iOS SDK中的UI、网络、XML/JSON解析等开发技巧；4. 熟悉IOS移动终端特性、开发特点，有良好的分析问题和解决问题的能力；5. 有较强的学习能力及逻辑思维能力，良好的沟通能力和团队合作精神。,民营公司,50,50,"计算机软件,金融/投资/证券"
移动开发高级软件工程师,广东东方思维科技有限公司,2年经验,本科,广州,8000,10000,任职资格：1.	计算机相关专业本科以上学历；2.	2 年以上移动应用开发经验，精通HTML5，熟悉iOS ；3.	工作踏实认真，有责任感，具备良好的团队合作意识和独立解决问题的能力，并能够承担一定的工作压力。岗位职责：1.	负责移动产品的客户端系统的功能开发工作；2.	编写系统开发相关文档。,国企,150,500,计算机软件
移动开发工程师,广州市忆科计算机系统有限公司,2年经验,本科,广州,5000,8000,"岗位职责：1、负责公司产品移动应用的开发工作；2、参与项目的需求分析、需求管理；3、参与相关需求的功能设计、开发，单元测试，调试，部署等工作；4、参与公司产品前端js技术的选型、开发、重点及难点技术攻坚；5、协助测试人员完成集成和系统测试，及时修复缺陷。岗位要求：1、计算机及相关专业毕业，大学本科以上学历,开发经验2年以上；2、精通HTML5和CSS3、Javascript；3、精通/熟练使用JS、JQuery、DIV+CSS、HTML5+CSS3、Ajax等技术，能手写JS代码，兼容移动端页面开发；4、精通主流JS框架并至少精通一个框架或库，如Vuejs等；5、精通前端常用的构建工具，如webpack等；6、熟悉H5 APP 开发；7、熟悉掌握计算机结构和算法，有良好的代码风格和习惯，熟悉前端开发规范；8、工作踏实认真、仔细、责任心强，有良好的沟通能力和团队合作能力，具备良好的问题定位分析能力。",民营公司,50,150,"计算机软件,互联网/电子商务"
移动开发工程师（app技术开发员）高薪急聘,广州桥集拉德国际货运代理有限公司,1年经验,本科,广州-白云区,5000,10000,app技术开发员（移动开发工程师）岗位职责：1、熟悉Android 和IOS开发平台及框架；2、对客户端软件UI、UE有非常出色的经验积累。熟悉目前主要的各类客户端产品特点；3、了解互联网发展趋势，对手机业务生态体系有准确的理解，并有与各环节沟通的渠道；4、有较强的逻辑分析能力，善于沟通，有较强学习能力；5、熟悉互联网应用协议，精通TCP/IP协议与编程；任职要求：1、计算机或相关专业本科学历以上；2、1年以上软件开发经验；3、熟悉面向对象思想，精通编程，调试和相关技术；4、熟悉应用服务器的安装、调试、配置及使用；5、具备需求分析和系统设计能力，、以及较强的逻辑分析和独立解决问题能力；工作时间：周一至周五9:00am-6:00pm面试地址：广州白云区丛云路0765号云山金谷创意园C栋6楼联系人：何小姐联系方式：18820115574,民营公司,50,150,"贸易/进出口,交通/运输/物流"
移动开发PhoneGap(北京),北京智驰科技有限公司,3-4年经验,本科,北京-朝阳区,10000,15000,"职位描述：Cordova / PhoneGap /Web/Ionic 移动开发工程师工作职责：1、负责IOS,Android 移动端 App的PhoneGap实现；2、使用HTML5/CSS开发网站前端页面;3、负责移动端App和后台业务的联调。职位要求：1、2-3年PhoneGap/Cordova/ionic开发经验.2、能够独立开发PhoneGap/Cordova/ionic 应用。3、熟悉HTML5/CSS/Javascript前端技术。4、至少熟练使用一种Javascript框架：angularJS, knockoutJS, reactJS, jquerymobile等。5、精通ionic或angularJS框架优先。6、同时熟悉后台java webservice 开发联调优先。7、具有良好沟通与团队合作能力。工作时间：1.一周五天每天八小时工作制，享受国家法定节假日和带薪年假。2.上班时间早9晚6，中午休息一小时。3.办公地址:朝阳区红军营南路傲城融富中心A座3002室。本公司提供良好的工作环境和发展平台，并在入职后统一办理劳动合同和社保，真诚欢迎有志之士加盟共谋发展。",民营公司,50,50,"计算机软件,互联网/电子商务"
移动开发工程师,宝燕（上海）电子商务有限公司,1年经验,大专,上海-闵行区,6000,12000,职位描述：1. 根据需求负责iOS应用程序开发和架构设计。2. 在开发过程中对产品提出改进建议。任职资格：性别：不限          年龄：不限经验要求：1. 使用过至少一种版本控制工具。 2. 1年以上iOS开发经验。技能要求：1. 精通Objective-C语言，具备扎实的C/C++基础。2. 精通Cocoa Touch框架，对面向对象编程和设计模式有深入了解。3. 熟悉iOS平台网络编程。4. 熟悉常用iOS第三方库。其他：1. 参与开发过成功的App Store上线产品。 2. 做过电商类产品项目。,民营公司,1000,5000,"餐饮业,生活服务"
