职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
临床科研助理,上海常笑健康管理咨询有限公司,无工作经验,本科,常州,8000,10000,岗位职责：（1）与临床工作者交流沟通，总结客户需求；（2）临床科研课题开题报告、标书、研究流程、成果汇报等材料的撰写及PPT的制作；（3）国内外文献的下载、阅读、提炼与总结；（4）配合医学市场部、IT管理部等部门，完成上级安排的其他专业性任务。应聘要求：（1）2年或以上工作经验，有临床科研相关工作经验者优先（2）临床医学专业优先，有医学英语翻译经验者优先；（3）有良好的沟通技巧，具有良好的执行力、目标管理、组织管理能力及语言表达能力；（4）吃苦耐劳、诚实守信、富有爱心、善于学习；（5）责任心强，勇于面对压力，并积极的寻找解决办法；（6）熟练的英文文献阅读能力、较好的英文写作能力、一定的口语交流能力。（7）适应一定频率的出差。,民营公司,150,500,"快速消费品(食品、饮料、化妆品),制药/生物工程"
IT运维工程师,深圳市中易科技有限责任公司,2年经验,大专,佛山,6000,10000,负责IT运维系统的流程事务任职要求：1、专科及以上学历，计算机相关专业；2、2年及以上工作经验，1年及以上IT管理、IT运维相关工作经验；3、熟悉常用数据库及环境部署等操作；熟悉基本的IT流程事务，会画流程图；4、具备良好沟通表达能力及团队合作能力，具有较强的责任心和敬业精神。,民营公司,150,500,计算机软件
IT技术支持工程师（后备）,上海泛翔网络科技有限公司,1年经验,大专,深圳-福田区,4500,6000,外包岗位，美资物流行业，上班地点盐田区明珠道15号区B请确保能够接受如上工作安排后投递简历职位描述：1、根据服务请求完成关于操作系统、应用软件、邮件客户端、打印系统、网络、办公设备等方面的安装、管理、维护；2、解决排除各种硬件故障，定期升级系统，保证系统顺利运行；3、桌面设备（台式机、笔记本、打印机）安装、调试、配置及维护4、定期检测IT设备，保证设备正常运行5、完成部门经理交办的其它任务。职位要求：1、大专及以上文化程度，计算机应用、网络管理、信息管理等计算机技术相关专业；2、至少具备1年以上企业IT管理员经验，有外企工作经验优先考虑；3、熟悉桌面操作系统、标准办公软件、防病毒软件现场维护；；4、有网络安全、电脑病毒等维护经验以及在Windows平台下的各种应用系统的使用、管理和维护经验；5、具备良好的沟通能力和团队合作精神，学习力强，工作积极主动，耐心细致，责任心强，具有吃苦耐劳的精神；6、具备英语或者粤语会话能力（必须）。,民营公司,150,500,计算机服务(系统、数据服务、维修)
IT经理,怀集县腾鑫实业有限公司,5-7年经验,大专,肇庆,6000,8000,岗位职责：1、 负责公司内外网的构建、运行维护、网络管理、服务器维护、操作系统和基础软件维护，管理日常监控工作，负责运维故障应急处理，以及运维流程改进；2、 负责与外部合作公司的对接，对合作项目进行全面的管理和运作；3、 负责各部门日常的IT类技术支持；完成整个公司相关信息化设备、软件及网络维护和管理工作；4、 负责公司信息化建设整体规划和实施，负责公司网络安全的管理建设工作；负责公司信息系统的架构设计，保证系统设计合理，满足业务发展需求；负责信息化项目的需求分析、数据库整合等工作；5、负责与公司各部门沟通，拟定各类业务流程制度; 参与各类新系统业务流程制度调研、拟定；7、 IT部日常管理工作，建立健全公司IT管理体系，协助、指导并维护IT系统战略与操作规划，监督与IT相关的制度执行；8、指导IT部门员工完善OA系统维护、硬件管理、运维服务、信息安全等工作；任职条件：1、 计算机、信息管理等相关专业专科以上学历；2、 曾主导过企业信息化建设咨询或实施者优先考虑；3、 至少5年以上IT工作经验，3年以上IT经理岗位经验；4、 熟悉企业IT体系结构和基础设施，具备IT领域的综合性知识，对新技术和新应用发展较敏感；5、 熟悉公司网络信息建设流程，精通局域网组建、维护和网络安全技术；6、 具备需求分析和方案编写能力，具有企业信息化规划和组织实施信息化建设能力，具有一定的开发知识和数据库（如SQLServer或ORACLE等）编程能力；7、 具有良好的学习能力，能承受较大的工作压力和挑战，作风干练，事业心强，敬业务实；8、 具有较强的人际沟通、计划与执行、项目推进及谈判能力。,民营公司,500,1000,多元化业务集团公司
IT经理,怀集县腾鑫实业有限公司,5-7年经验,大专,肇庆,6000,8000,岗位职责：1、 负责公司内外网的构建、运行维护、网络管理、服务器维护、操作系统和基础软件维护，管理日常监控工作，负责运维故障应急处理，以及运维流程改进；2、 负责与外部合作公司的对接，对合作项目进行全面的管理和运作；3、 负责各部门日常的IT类技术支持；完成整个公司相关信息化设备、软件及网络维护和管理工作；4、 负责公司信息化建设整体规划和实施，负责公司网络安全的管理建设工作；负责公司信息系统的架构设计，保证系统设计合理，满足业务发展需求；负责信息化项目的需求分析、数据库整合等工作；5、负责与公司各部门沟通，拟定各类业务流程制度; 参与各类新系统业务流程制度调研、拟定；7、 IT部日常管理工作，建立健全公司IT管理体系，协助、指导并维护IT系统战略与操作规划，监督与IT相关的制度执行；8、指导IT部门员工完善OA系统维护、硬件管理、运维服务、信息安全等工作；任职条件：1、 计算机、信息管理等相关专业专科以上学历；2、 曾主导过企业信息化建设咨询或实施者优先考虑；3、 至少5年以上IT工作经验，3年以上IT经理岗位经验；4、 熟悉企业IT体系结构和基础设施，具备IT领域的综合性知识，对新技术和新应用发展较敏感；5、 熟悉公司网络信息建设流程，精通局域网组建、维护和网络安全技术；6、 具备需求分析和方案编写能力，具有企业信息化规划和组织实施信息化建设能力，具有一定的开发知识和数据库（如SQLServer或ORACLE等）编程能力；7、 具有良好的学习能力，能承受较大的工作压力和挑战，作风干练，事业心强，敬业务实；8、 具有较强的人际沟通、计划与执行、项目推进及谈判能力。,民营公司,500,1000,多元化业务集团公司
IT专员(0619),上海汇纳信息科技股份有限公司,无工作经验,本科,上海-浦东新区,8000,10000,"岗位职责：1、负责信息化项目推进和管理2、 负责信息化项目需求分析及提出对应解决方案3、 负责信息系统（ERP、OA、CRM、E-HR等）运营维护4、负责信息系统的调试、维护及二次开发5、 服务器搭建管理，安全管理，数据库管理6、制定数据库监控策略、备份策略、容灾策略，维护数据库稳定运行岗位要求：1、大专以上学历2、2年以上IT管理经验3、有指导实施或参与实施过ERP、OA、CRM项目经验4、精通SQL，能熟练掌握Oracle、SQL Server等关系类型数据库5、了解ASP.NET, C#或Java开发6、掌握主机与操作系统管理、存储管理与规划、安全管理与规划7、掌握常用的数据库接口开发方法",上市公司,150,500,"计算机软件,计算机服务(系统、数据服务、维修)"
IT运维工程师,深圳市中易科技有限责任公司,2年经验,大专,佛山,6000,10000,负责IT运维系统的流程事务任职要求：1、专科及以上学历，计算机相关专业；2、2年及以上工作经验，1年及以上IT管理、IT运维相关工作经验；3、熟悉常用数据库及环境部署等操作；熟悉基本的IT流程事务，会画流程图；4、具备良好沟通表达能力及团队合作能力，具有较强的责任心和敬业精神。,民营公司,150,500,计算机软件
桌面运维工程师/helpdesk(IT支持）,上海安鲜达物流科技有限公司,1年经验,大专,上海,6000,8000,工作职责：1.按照公司IT管理体系的要求，负责公司的桌面端IT设备维护工作：2. 负责客户端电脑、打印机等IT相关设备的硬件维护和技术支持；3.负责客户端软件和企业应用的维护和技术支持；4.参与及配合公司IT知识库文档的撰写和维护；5.参与及配合公司各个IT项目的实施。任职资格：1.大专或大专以上学历，计算机或相关专业2.熟悉客户端电脑、打印机、投影机、扫描仪等IT相关设备；3..熟悉Windows XP、windows 7  Microsoft Office、等常用客户端软件；4.具备较强文档写作和管理能力；5.具有独立工作的能力并具备较强的分析、判断和解决问题的能力；6.具有良好的沟通和协调能力；7.具有高度的责任心和良好的自律能力；8.有相关工作经验或证书者优先,民营公司,1000,5000,"交通/运输/物流,互联网/电子商务"
信息系统工程师(0577),上海汇纳信息科技股份有限公司,无工作经验,大专,上海-浦东新区,7000,9000,"岗位职责：1、负责信息化项目推进和管理2、负责信息化项目需求分析及提出对应解决方案3、负责信息系统（ERP、OA、CRM、E-HR等）运营维护4、负责信息系统的调试、维护及二次开发5、服务器搭建管理，安全管理，数据库管理6、制定数据库监控策略、备份策略、容灾策略，维护数据库稳定运行岗位要求：1、大专以上学历2、2年以上IT管理经验3、有指导实施或参与实施过ERP、OA、CRM项目经验4、精通SQL，能熟练掌握Oracle、SQL Server等关系类型数据库5、了解ASP.NET, C#或Java开发6、掌握主机与操作系统管理、存储管理与规划、安全管理与规划7、掌握常用的数据库接口开发方法",上市公司,150,500,"计算机软件,计算机服务(系统、数据服务、维修)"
helpdesk/IT技术支持（罗泾）,上海安鲜达物流科技有限公司,1年经验,大专,上海,6000,8000,工作职责：1.按照公司IT管理体系的要求，负责公司的桌面端IT设备维护工作：2. 负责客户端电脑、打印机等IT相关设备的硬件维护和技术支持；3.负责客户端软件和企业应用的维护和技术支持；4.参与及配合公司IT知识库文档的撰写和维护；5.参与及配合公司各个IT项目的实施。任职资格：1.大专或大专以上学历，计算机或相关专业2.熟悉客户端电脑、打印机、投影机、扫描仪等IT相关设备；3..熟悉Windows XP、windows 7  Microsoft Office、等常用客户端软件；4.具备较强文档写作和管理能力；5.具有独立工作的能力并具备较强的分析、判断和解决问题的能力；6.具有良好的沟通和协调能力；7.具有高度的责任心和良好的自律能力；8.有相关工作经验或证书者优先,民营公司,1000,5000,"交通/运输/物流,互联网/电子商务"
IT运维工程师,鸥软计算机系统贸易（上海）有限公司,2年经验,大专,上海-普陀区,8000,10000,职能描述：1. 安装/配置/维护IT基础架构设备、服务器、存储设备、网络设备2. 具有针对企业信息系统（如：域控服务器、Exchange服务器、Sharepoint服务器、备份服务器、上网行为管理服务器等）的构架、维护及管理、重要数据备份、数据安全管理防范3. 保证公司信息系统(包括硬件和软件)的安全正常运行4. 具有一定ITIL管理体系理念佳（可制定IT管理规范、制作完整的技术文档、使用手册）5. 可能会有少量时间需在客户处（上海市内）解决Helpdesk或服务器问题。经验及要求：1. 能够正确进行PC、服务器和局域网络的安装、调试2. 熟悉Windows 2012/2008 Server及其应用（AD、DNS、DHCP...）3. 一定程度掌握企业防病毒软件（如：赛门、趋势、McAfee、卡巴）部署实施4. 一定程度掌握企业备份软件（如：赛门、CA ArcServer、Acronis）部署实施5. 熟悉Microsoft基于Windows服务器的软件（Exchange Server、Sharepoint Server、SkypeServer...）6. 有良好的文档归纳、总结、制作能力7. 了解路由器、交换机、防火墙的配置和管理。能迅速查找网络故障并提出解决方案8. NT网络管理(包括防火墙，路由器，交换机，桌面计算机)9.形象良好。,民营公司,50,50,"计算机软件,计算机服务(系统、数据服务、维修)"
IT技术支持工程师（HelpDesk方向）,上海泛翔网络科技有限公司,1年经验,大专,佛山-南海区,3000,4500,职位描述：1、根据服务请求完成关于操作系统、应用软件、邮件客户端、打印系统、网络、办公设备等方面的安装、管理、维护；2、解决排除各种硬件故障，定期升级系统，保证系统顺利运行；3、桌面设备（台式机、笔记本、打印机）安装、调试、配置及维护4、定期检测IT设备，保证设备正常运行5、完成部门经理交办的其它任务。职位要求：1、大专及以上文化程度，计算机应用、网络管理、信息管理等计算机技术相关专业；2、至少具备3年以上企业IT管理员经验；3、熟悉桌面操作系统、标准办公软件、防病毒软件现场维护；；4、有网络安全、电脑病毒等维护经验以及在Windows平台下的各种应用系统的使用、管理和维护经验；5、具备良好的沟通能力和团队合作精神，学习力强，工作积极主动，耐心细致，责任心强，具有吃苦耐劳的精神；6、具备良好英语听说读写能力，口语至少可简单交流。公司福利：1、多元化的员工培训（技能培训、拓展培训、英语培训、储备干部培训等）；2、健全的员工关怀机制（年度体检、正规社保、年度旅游等）；3、自主性的团队建设活动。一旦录用，签订正规劳动合同并缴纳社保，并提供相关技能培训及良好发展空间。泛翔期待您的加入！,民营公司,150,500,计算机服务(系统、数据服务、维修)
IT,上海安鲜达物流科技有限公司,无工作经验,大专,上海-嘉定区,4500,6000,工作职责：1.按照公司IT管理体系的要求，负责公司的桌面端IT设备维护工作：2. 负责客户端电脑、打印机等IT相关设备的硬件维护和技术支持；3.负责客户端软件和企业应用的维护和技术支持；4.参与及配合公司IT知识库文档的撰写和维护；5.参与及配合公司各个IT项目的实施。任职资格：1.大专或大专以上学历，计算机或相关专业2.熟悉客户端电脑、打印机、投影机、扫描仪等IT相关设备；3..熟悉Windows XP、windows 7  Microsoft Office、等常用客户端软件；4.具备较强文档写作和管理能力；5.具有独立工作的能力并具备较强的分析、判断和解决问题的能力；6.具有良好的沟通和协调能力；7.具有高度的责任心和良好的自律能力；8.有相关工作经验或证书者优先,民营公司,1000,5000,"交通/运输/物流,互联网/电子商务"
销售经理,北京华创方舟科技股份有限公司,5-7年经验,大专,新疆,10000,15000,岗位职责：1、根据公司销售目标，制定个人销售计划和销售策略，完成年度销售任务；2、负责客户关系维护、行业及渠道客户开发；3、开拓IT维保、系统集成、IT服务管理、IT管理咨询等业务；4、跟进重要销售线索，参与谈判，确保签单和服务实施的质量；5、监控项目交付，确保项目按时验收，保证客户满意度，督促按时回款。任职要求：1、专业不限，统招大专以上学历；2、至少三年以上IT销售经验，有稳定的客户群，熟悉维保、运维、系统集成、IT咨询等相关项目运作模式；3、具有市场敏锐度，能够发现市场的变化，并制定相关的市场发展策略；4、性格开朗、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力，能承担较大的工作压力；5、有较好的行业客户资源（如政府、金融、中大型企业、教育、医疗等），能够承受销售压力，有主导完成年单个项目300万以上或全年完成超过1000万的项目优先。,民营公司,150,500,"计算机服务(系统、数据服务、维修),计算机软件"
IT总监,江门健威家具装饰有限公司,5-7年经验,本科,江门,200000,500000,"岗位职责：1、根据事业部的经营发展规划,结合信息化技术发展方向,制订事业部整体的信息技术及信息资源(软件、网络、硬件、数据库等)短期、长期发展规划。2、负责事业部整体信息系统的开发和建设工作，负责数据库设计及程序开发项目管理，推进事业部信息化进程,包括ERP系统、CRM系统、PDM系统、电子商务网站、办公自动化(OA)系统建设升级，及财务费用信息化、人力资源信息化、绩效管理信息化、资源分配信息化管理等。3、负责事业部信息管理，建立规范IT管理流程体系，负责各信息系统（包括ERP系统、CRM系统、PDM系统）基础数据的准确性管理。4、负责事业部信息化系统的基础使用培训和员工IT技能培训体系的建立和实施，提升员工的IT操作效率。5、制定事业部年度IT预算及规划，并做好费用控制；6、负责事业部用户的信息安全体系的建立,包括账号管理、权限设置,保证系统的信息安全。任职要求：1、全日制计算机软件开发相关专业，本科以上学历；2、精通数据库结构及SQL，熟悉Oracle、SERVER数据库，优秀的数据分析、数据重组能力。3、能够有效运用成熟、稳定、经济的IT技术手段，优化企业业务流程，提升企业运作效率、降低运作成本。4、具大型生产型企业ERP系统建设项目实施成功经验。5、精通制造型企业研发、生产、营销业务流程（熟悉家具行业制造流程尤佳）。6、细致的观察力、慎密的逻辑思考能力和出色的应变能力，能很好的处理解决工作中的突发事件。7、有5年以上编码经验，能独立完成软件项目的开发及实施。8、八年以上工作经验，四年以上IT管理经验。9、此岗位工作地点在总部江门。年薪：20-30万",民营公司,1000,5000,"家具/家电/玩具/礼品,房地产"
销售经理（系统集成、IT运维）,北京华创方舟科技股份有限公司,5-7年经验,本科,北京,10000,15000,岗位职责：1、根据公司销售目标，制定个人销售计划和销售策略，完成年度销售任务；2、负责客户关系维护、行业及渠道客户开发；3、开拓IT服务运维、系统集成、IT服务管理、IT管理咨询和培训等业务；4、跟进重要销售线索，参与谈判，确保签单和服务实施的质量；5、监控项目交付，确保项目按时验收，保证客户满意度，督促按时回款。任职要求：1、市场营销或计算机相关专业大专以上学历；2、五年以上IT销售经验，了解市场拓展，有行业销售背景；3、有行业客户（政府、医卫、能源、电力等）资源者优先考虑，能够承受销售压力，全年完成超过1000万的项目优先考虑。,民营公司,150,500,"计算机服务(系统、数据服务、维修),计算机软件"
运维工程师,上海安鲜达物流科技有限公司,2年经验,大专,福州,4000,6000,工作职责：按照公司IT管理体系的要求，负责公司的桌面端IT设备维护工作：1、负责客户端电脑、打印机等IT相关设备的硬件维护和技术支持；2、负责客户端软件和企业应用的维护和技术支持；3、参与及配合公司IT知识库文档的撰写和维护；4、参与及配合公司各个IT项目的实施。职位要求：1、大专或大专以上学历，计算机或相关专业2、熟悉客户端电脑、打印机、投影机、扫描仪等IT相关设备；3、熟悉Windows XP、windows 7 Microsoft Office、等常用客户端软件；4、具备较强文档写作和管理能力；5、具有独立工作的能力并具备较强的分析、判断和解决问题的能力；6、具有良好的沟通和协调能力；7、具有高度的责任心和良好的自律能力；8、有相关工作经验或证书者优先,民营公司,1000,5000,"交通/运输/物流,互联网/电子商务"
销售经理（底薪8000+绩效提成）,赫盾数（上海）信息科技有限公司,2年经验,大专,上海,10000,12000,EHS是一家年轻有活力的专注于IT管理咨询的美国公司，主要人员来自思科、微软、IBM、华为等行内顶尖IT企业，目前服务中的客户全球约2000家，现进入中国，帮助中国的企业提升工作效率，降低IT的风险。期待你的加入！工作内容：1、收集客户信息，积极拓展目标市场，完成公司下达的销售任务2、为客户提供专业的咨询，推广公司产品与服务3、关注客户账期，协助执行应收账款的回收4、对客户保持持续跟进与服务，沟通、协调解决客户问题5、具有团队协作精神和保密意识6、完成上级交办的其他工作。工作职责：1、按时参与本部门的会议和培训，认真做好准备工作2、制定各项计划和报表，按时提交3、分析客户情况，及时掌握客户需要，了解客户状态，制定跟进方案和计划，并有效执行4、进行合同的谈判与签订5、总结未成功案例，寻找原因，积极改进6、积极进行业务拓展，完成个人业务目标，与客户保持长期友好的合作关系福利待遇：1、基本工资+级别工资+行政绩效奖金+绩效考核奖金2、周一至周五8小时工作时间，周末双休。3、规范的考勤加班制度（可全额兑换工资或申请调休）4、每年2天带薪病假、5-15天带薪年假政策；5、规范的社保制度：五险一金；薪资制度：让更高能力和更多付出的同事，有明显的收入区别。培训制度：技术能力和服务能力的培训，能明显感受到自己的进步。调薪考核制度：每季度一次的调薪考核，只要有进步就会被加薪。,合资,150,500,计算机服务(系统、数据服务、维修)
IT总监,宁波泰英德企业管理顾问有限公司,5-7年经验,本科,宁波,40000,50000,岗位职责1、负责公司IT战略规划的制定、实施，为企业信息化建设提供全方位及前瞻性的保障；2、负责建立与完善公司IT工作制度及流程，并确保实施执行；3、负责公司IT团队的管理和人才培养；4、负责统筹主导各信息系统和平台的立项、调研、选型、上线、开发以及其他项目管理工作；5、组织维护各软硬件系统的良好运行，并保障信息安全；6、负责组织安排公司非IT管理人员的IT理念和IT知识培训。任职资格1、本科以上学历；2、5年以上相关管理经验，有大型贸易类或综合性集团信息化经验优先；3、对工作要有高度的工作热情和责任感，动手动力强，良好傅服务意识，具备良好的沟通能力和团队培养意识；4、较强的沟通、组织和策划和团队合作能力。,民营公司,50,150,专业服务(咨询、人力资源、财会)
IT运维工程师/主管(009716)(职位编号：suning009716),重庆苏宁易购销售有限公司,1年经验,大专,重庆,3500,5000,岗位职责:1、负责网络通讯平台、会议系统、安防系统及各类信息终端的日常管理与维护工作。2、负责计算机软、硬件系统的维护与管理。3、负责日常信息固定资产管理，信息类流程的跟进。4、配合总部项目在当地的实施，参与筹建过程中的信息系统筹建工作。任职资格:1、IT管理、计算机软硬件维护、弱电工程等相关工作经验。2、具备常见网络通讯、安防及网络设备基本常识，能独立处理信息设备日常维护工作。,上市公司,10000,10000,互联网/电子商务
信息专员(007462)(职位编号：suning007462),苏宁易购集团股份有限公司,1年经验,大专,武汉,5000,8000,岗位职责:1、负责通讯平台、会议系统、安防系统及各类信息终端的日常管理与维护工作；2、负责计算机软、硬件系统的维护与管理；3、负责日常信息固定资产管理，信息类流程的跟进；4、配合总部项目在当地的实施，参与筹建过程中的信息系统筹建工作。任职资格:1、大专及以上学历；2、1年及以上IT管理、计算机软硬件维护、弱电工程等相关工作经验（深入了解：BGP路由协议，EIGRP，OSPF、熟悉网络安全技术比如Cisco ASA，CSM，IDS / IPS和访问控制列表等）；3、具备常见通讯、安防及网络设备基本常识，能独立处理信息设备日常维护工作（熟悉网络安全相关技能:TCP/IP、局域网、广域网、无线局域网、QoS、防火墙、DMZ，DMVPN等；熟悉华为和思科路由器、交换机的配置，对软路由WINBOX熟练掌握，对锐捷、神舟等无线设备调试比较熟练）。注：可接受应届毕业生及实习生。,上市公司,10000,10000,互联网/电子商务
IT总监,宁波泰英德企业管理顾问有限公司,5-7年经验,本科,宁波,40000,50000,岗位职责1、负责公司IT战略规划的制定、实施，为企业信息化建设提供全方位及前瞻性的保障；2、负责建立与完善公司IT工作制度及流程，并确保实施执行；3、负责公司IT团队的管理和人才培养；4、负责统筹主导各信息系统和平台的立项、调研、选型、上线、开发以及其他项目管理工作；5、组织维护各软硬件系统的良好运行，并保障信息安全；6、负责组织安排公司非IT管理人员的IT理念和IT知识培训。任职资格1、本科以上学历；2、5年以上相关管理经验，有大型贸易类或综合性集团信息化经验优先；3、对工作要有高度的工作热情和责任感，动手动力强，良好傅服务意识，具备良好的沟通能力和团队培养意识；4、较强的沟通、组织和策划和团队合作能力。,民营公司,50,150,专业服务(咨询、人力资源、财会)
IT运维工程师(010057)(职位编号：suning010057),广东苏宁易购销售有限公司,2年经验,大专,广州,4000,8000,岗位职责:1、负责网络通讯平台、会议系统、安防系统及各类信息终端的日常管理与维护工作。2、负责计算机软、硬件系统的维护与管理。3、负责苏宁各大门店监控安防、网络调试、系统安装、配置备份等终端设备的日常维护及故障处理；4、负责日常信息固定资产管理，信息类流程的跟进。5、配合总部项目在当地的实施，参与筹建过程中的信息系统筹建工作。任职资格:1、大专以上学历，IT管理、计算机软硬件维护、弱电工程等相关工作经验。2、具备常见网络通讯、安防及网络设备基本常识，能独立处理信息设备日常维护工作。,上市公司,10000,10000,互联网/电子商务
高级班主任/教务(上市公司诚聘+无招生任务),北京光环致成国际管理咨询股份有限公司,1年经验,大专,北京-昌平区,6000,8000,★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑16年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn岗位职责：1、气场：沉着面对来自项目管理界的精英学员，做好教务和学员管理工作；2、风采：负责现场上百人的课堂主持，解决处理各种突发问题；3、专业：按照即定流程为学员提供高品质的教学服务，监督学员学习进度，保证考试通过率；4、细心与耐心：做好课前、课中、课后各个环节的沟通与协调，关注学员，保证体验度。任职资格：1、大专及以上学历，有教学教务相关工作经验者优先；2、形象气质佳，文笔优秀，有教师的风范；3、有较好的逻辑性和沟通能力，具有一定的抗压能力；4、具有良好的团队合作意识、敬业精神和职业道德。光环国际真诚为您提供：1、五险一金+补助+双休+法定节假日；2、每年享受国家规定的带薪年假、法定节假日等福利；3、丰富的团队建设，出游、烧烤、节日活动等；4、公司具有完善的培训体系，会为员工提供一系列的提升岗位技能和管理技能的培训课程；5、公司每年有2次优秀员工嘉奖机会。,上市公司,150,500,教育/培训/院校
培训助理/助教/教务教学助理,北京光环致成国际管理咨询股份有限公司,1年经验,大专,北京-昌平区,4500,6000,"★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑15年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn工作描述：1、负责学员的学籍、考试报名等日常管理工作；2、协助班主任管理、指导和协调班级所有事宜,保证教学质量和服务质量；3、做好班级学员的学习督导工作,帮助学员顺利通过考试；4、协助班主任建立和维护师资团队；5、积极配合部门的各项工作。任职资格：1、大专及以上学历，积极向上责任心强；2、形象气质佳，综合管理能力强，有教师的风范；3、熟练掌握各类常用办公软件；4、有相关实践或工作经验者优先；5、热爱教育培训行业。光环国际真诚为您提供：1、五险一金+补助+双休+法定节假日；2、每年享受国家规定的带薪年假、法定节假日等福利；3、丰富的团队建设，出游、烧烤、节日活动等；4、公司具有完善的培训体系，会为员工提供一系列的提升岗位技能和管理技能的培训课程；5、公司每年有2次优秀员工嘉奖机会。职业发展规划：1、直线发展：教务助理-班主任-资深班主任-教务管理/教学研发；2、纵向发展：可以从公司不定期发布的内部招聘职位信息中选择自己期望转型的职位，参加公司内部招聘至其他岗位。",上市公司,150,500,教育/培训/院校
信息经理助理(009828)(职位编号：suning009828),中山苏宁易购商贸有限公司,2年经验,大专,中山,4500,6000,岗位职责:1、协助部门经理开展部门日常管理工作；2、负责公司计算机软件、硬件维护和管理工作；3、落实集团信息管理战略，推进当地信息项目和系统升级。任职资格:1、大专及以上学历；2、2年及以上IT管理、维护、弱电工程等相关工作经验，2年及以上团队管理经验；3、熟悉常见通讯、安防及网络设备硬软件，能迅速处理信息设备日常维护工作；4、有工作热情，责任心强，具有良好的协调和沟通能力和良好的人际关系。,上市公司,10000,10000,互联网/电子商务
需求工程师-自动化运维平台(云ERP事业部),金蝶软件（中国）有限公司,3-4年经验,本科,深圳,10000,15000,岗位职责：1、根据IT运维平台规划，负责需求调研、分析、整理需求；2、负责编写完成需求文档，完成相关技术文件；3、在系统开发过程中，通过与用户沟通，实现需求确认与过程变更管理；4、协助完成IT运维平台系统需求的转化与设计实现；5、跟踪IIT运维平台的开发与测试过程，确保产品需求完整准确的实现；6、协助完成IT运维平台的产品规划、业务规划及升级发布。任职要求：1、本科及以上学历，计算机、软件等相关专业，三年以上工作经验；2、熟悉windows/linux服务器，具备一定的数据库、网络等相关知识，了解ITIL、CMDB等IT管理规范；3、具有良好的沟通协调能力和人际交往能力，善于沟通，善于倾听客户意见；4、乐于接受挑战，思路清晰，逻辑思维能力强，善于分析、总结；5、能够跟踪相关领域最新的发展趋势和行业动态，有较强的学习能力、分析问题和总结问题的能力。?,外资（非欧美）,5000,10000,"计算机软件,互联网/电子商务"
某外资企业诚聘IT主管,武汉欧浮瑞企业管理咨询有限公司,5-7年经验,大专,广东省,8000,10000,职位名称：软件IT专员（课长级别）职位要求：1、性别不限，30~42岁，有日资企业经验者优先；2、语言不作要求，公司配翻译；3、制造业ERP二次开发 及IT管理及维护经验3年以上（必须）；4、能在外企长期稳定发展者。工作内容：1、负责公司内部ERP信息管理及情报整体战略管理，ERP的二次开发；2、负责数据库处理，C++及c#计算机语言；3、各种计算机的软硬件维护，电话和网络的架构和维护，J-SOX监察和德勤监察整备和应对等；4、日常办公室的IT相关消耗品的预算制定和采购；5、公司后勤基建管理，门禁和安防视频监控管理等。部门架构：IT有2人，软件1人，硬件1人，IT部隶属财务部，全部门成员10人公司有食常：公司提供餐补充卡50元/月（公司给予食堂部份补助）有提供单间宿舍有意者请联系：153 9295 8715 （可微信）  181 8622 2254    或邮：ofr12@foxmail.com   肖先生,合资,50,50,"专业服务(咨询、人力资源、财会),外包服务"
IT经理,中海联地产集团有限公司,无工作经验,本科,广州,15000,20000,岗位职责：1、	负责制定公司信息化发展规划，制定IT基础设施的发展策略和总体技术方案，并组织实施。2、	负责公司IT基础设施（数据中心、网络、安全等）日常运营管理，确保安全性与可用性。3、	引进建立并优化公司信息化平台。4、	管理公司官网网站，定期信息更新，及安全性管理。任职资格：1、	专科以上学历，计算机、软件开发等相关专业。2、	具备从业经验8年以上，具有3年以上地产公司IT管理岗经验。3、	熟悉明源系统及OA、钉钉等办公平台的应用和维护；4、熟练运用有管理各类服务器，熟练操作防火墙及网络架构、信息安全等。,民营公司,150,500,房地产
总监助理/助教（上市企业）,北京光环致成国际管理咨询股份有限公司,1年经验,大专,北京-昌平区,5000,6000,★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑16年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn工作内容：1. 协助销售进行内训带班（承担班主任的工作）；2. 协助部门领导处理部门事务，做好日常工作（表格等）管理；3. 做好部门的自媒体营销（微信公众号定期的更新等）；任职要求：1.有助理类工作经验优先，大专及以上学历；2.善于沟通协调，擅长跨部门合作；3.性格开朗，执行力强，责任性强；4.心理素质好，有一定承压能力，熟练使用常用办公软件。,上市公司,150,500,教育/培训/院校
