职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
销售总监,上海北塔软件股份有限公司,5-7年经验,本科,广州,10000,15000,岗位职责：1、协助销售总经理建立广东区域销售战略和目标，并分解与落实各个省份目标；2、在广东区域落实执行公司渠道拓展策略及推广计划；3、落实大区销售指标及销售策略，确保所辖区域销售目标的达成；4、管理所辖区域员工，负责大区团队建设和文化建设工作；任职要求：1、教育背景：大学本科及以上学历，市场营销、企业管理或相关专业。2、工作经验：有较好的团队管理经验，五年以上销售相关工作经历，至少两年以上大区销售管理经验。3、有较强的市场拓展能力，能及时了解顾客的需求及其变化，并根据这些信息提出新产品和服务的建议书。4、熟悉信息系统管理（网络管理，应用管理，安全管理等）领域、有行业集成项目销售经历或安全厂商工作经验者优先。,民营公司,150,500,"计算机软件,计算机服务(系统、数据服务、维修)"
销售经理,上海北塔软件股份有限公司,3-4年经验,大专,杭州,10000,15000,岗位职责：1、负责公司产品的区域市场销售和推广；2、针对具体目标客户，制定并实施有效的销售方案、执行、完成销售计划；3、负责在所负责地区和行业内建立、管理和维护销售渠道；4、与合作厂商、集成商建立良好的合作关系；岗位要求：1、大专及大专以上学历；2、至少3年以上相关行业工作经验；3、在信息系统管理（网络管理，应用管理，安全管理等）领域、有行业集成项目销售经历或安全厂商工作经验者优先；4、有良好的沟通能力和表达能力。,民营公司,150,500,"计算机软件,计算机服务(系统、数据服务、维修)"
项目经理（MES方向）,南京嘉益仕信息技术有限公司,5-7年经验,大专,南京,15000,25000,"1、负责整个项目的实施过程，有效确认项目实施范围、成本控制与风险控制；2、负责需求调研，实施方案设计，制定实施计划，控制项目实施进度控制和验收；3、负责多项目并行时的资源调配，确保实施工作按既定计划完成，达到收款要求；4、与客户方进行充分的沟通协调、关系维护，以推进实施结案；5、负责挖掘老客户新需求及改进意见，及时反馈、跟踪和解决问题，巩固客户关系，提高客户满意度；6、负责项目过程中关键成果物的编写与审核，控制整个实施流程、项目实施计划、实施培训课件、软件辅助应用等文档，以促进项目实施标准化流程的建设。任职要求：1、大专以上学历，计算机/信息系统管理相关专业，有PMP证书者优先；2、两年以上团队项目管理经验，有MES/WMS/ERP/RFID相关生产管理系统经验者优先；3、熟悉制造业相关生产业务流程，具备相关业务的方案设计能力；4、具备一定的IT技术知识，熟练使用常用的数据库，如SqlServer、Oracle等；5、要求强烈的责任心，能承受较大工作压力，具有较强职业精神，能够带领整个项目团队完成既定目标；6、性格外向，理解客户需求和掌控客户能力强，具备项目实施和项目管理经验,具备良好的演讲、谈判技巧。7、能够适应出差；",民营公司,50,150,计算机软件
MES项目经理,南京嘉益仕信息技术有限公司,3-4年经验,大专,南京,15000,25000,"1、负责整个项目的实施过程，有效确认项目实施范围、成本控制与风险控制；2、负责需求调研，实施方案设计，制定实施计划，控制项目实施进度控制和验收；3、负责多项目并行时的资源调配，确保实施工作按既定计划完成，达到收款要求；4、与客户方进行充分的沟通协调、关系维护，以推进实施结案；5、负责挖掘老客户新需求及改进意见，及时反馈、跟踪和解决问题，巩固客户关系，提高客户满意度；6、负责项目过程中关键成果物的编写与审核，控制整个实施流程、项目实施计划、实施培训课件、软件辅助应用等文档，以促进项目实施标准化流程的建设。任职要求：1、大专以上学历，计算机/信息系统管理相关专业，有PMP证书者优先；2、两年以上团队项目管理经验，有MES/WMS/ERP/RFID相关生产管理系统经验者优先；3、熟悉制造业相关生产业务流程，具备相关业务的方案设计能力；4、具备一定的IT技术知识，熟练使用常用的数据库，如SqlServer、Oracle等；5、要求强烈的责任心，能承受较大工作压力，具有较强职业精神，能够带领整个项目团队完成既定目标；6、性格外向，理解客户需求和掌控客户能力强，具备项目实施和项目管理经验,具备良好的演讲、谈判技巧；7、能够适应出差；",民营公司,50,150,计算机软件
项目经理,南京嘉益仕信息技术有限公司,3-4年经验,大专,南京,15000,20000,"1、负责整个项目的实施过程，有效确认项目实施范围、成本控制与风险控制；2、负责需求调研，实施方案设计，制定实施计划，控制项目实施进度控制和验收；3、负责多项目并行时的资源调配，确保实施工作按既定计划完成，达到收款要求；4、与客户方进行充分的沟通协调、关系维护，以推进实施结案；5、负责挖掘老客户新需求及改进意见，及时反馈、跟踪和解决问题，巩固客户关系，提高客户满意度；6、负责项目过程中关键成果物的编写与审核，控制整个实施流程、项目实施计划、实施培训课件、软件辅助应用等文档，以促进项目实施标准化流程的建设。任职要求：1、大专以上学历，计算机/信息系统管理相关专业，有PMP证书者优先；2、两年以上团队项目管理经验，有MES/WMS/ERP/RFID相关生产管理系统经验者优先；3、熟悉制造业相关生产业务流程，具备相关业务的方案设计能力；4、具备一定的IT技术知识，熟练使用常用的数据库，如SqlServer、Oracle等；5、要求强烈的责任心，能承受较大工作压力，具有较强职业精神，能够带领整个项目团队完成既定目标；6、性格外向，理解客户需求和掌控客户能力强，具备项目实施和项目管理经验,具备良好的演讲、谈判技巧；7、能够适应出差；",民营公司,50,150,计算机软件
项目经理,南京纳加软件股份有限公司,3-4年经验,大专,南京-浦口区,10000,20000,"职位描述：1、负责整个项目的实施过程，有效确认项目实施范围、成本控制与风险控制；2、负责需求调研，实施方案设计，制定实施计划，控制项目实施进度控制和验收；3、负责多项目并行时的资源调配，确保实施工作按既定计划完成，达到收款要求；4、与客户方进行充分的沟通协调、关系维护，以推进实施结案；5、负责挖掘老客户新需求及改进意见，及时反馈、跟踪和解决问题，巩固客户关系，提高客户满意度；6、负责项目过程中关键成果物的编写与审核，控制整个实施流程、项目实施计划、实施培训课件、软件辅助应用等文档，以促进项目实施标准化流程的建设。任职要求：1、大专以上学历，计算机/信息系统管理相关专业；2、三年以上团队项目管理经验，有政企运营商项目经验者优先；3、熟悉新媒体行业相关生产业务流程，具备相关业务的方案设计能力；4、熟练掌握JAVA／C++及其相关技术设计开发，能进行数据库设计及软件架构设计；5、要求强烈的责任心，能承受较大工作压力，具有较强职业精神，能够带领整个项目团队完成既定目标；6、性格外向，理解客户需求和掌控客户能力强，具备项目实施和项目管理经验,具备良好的演讲、谈判技巧。7、能够适应出差；岗位职责:1. 负责重要客户和重要项目的项目管理，或者承担常驻某大客户的项目实施专家/顾问角色。2. 在公司相关管理制度框架下进行项目管理与控制，确保项目目标（平衡项目中的范围、进度、质量、成本等方面的冲突）的实现，领导项目团队准时、优质地完成全部工作。3. 代表项目组与客户进行沟通，组织、把控项目需求的收集、分析和归纳等需求管理工作，并与客户保持一定的联系，及时反馈阶段性成果，及时协调更改客户提出的合理需求。4. 制定项目管理计划，明确项目目标、范围，项目组织结构，里程碑，详细进度计划，变更/风险/沟通/进度/质量/配置等管理方法。5. 制定项目开发计划文档，量化任务，并合理分配给相关人员及任务的监控。6. 负责根据需求设计文档完成项目数据库设计工作，根据详细需求设计文档、原型设计文档完成项目的系统设计文档工作，完成项目的软件架构合理搭建配置工作。7. 跟踪项目进度，协调项目组成员之间的合作。监督生产项目进展各阶段的文档，并与QA及时沟通，保证文档质量和规范。8. 有效管理项目资源，为项目成员提供相关指导和培训。",上市公司,50,150,"计算机软件,互联网/电子商务"
实施顾问,南京嘉益仕信息技术有限公司,1年经验,大专,南京,6000,8000,"1、按照项目经理要求参与项目实施(需求分析、文档撰写、业务需求整理、功能匹配度测试)的工作。2、按照实施计划配合客户进行系统初始化、安装、培训，保障客户系统正常运行；3、帮助客户规范日常操作流程；做好实施记录；配合项目经理做好验收工作。4、贯彻执行公司制定的售后服务保障体系，保障客户系统日常运行。任职要求：1、大专以上学历，计算机及信息系统管理相关专业；2、一年以上工作经验，优秀应届毕业生亦可；3、具备IT基础知识，熟悉常用的Sql Server、Oracle数据库等；4、有强烈的责任感，善于发现问题，细心耐心,态度踏实严谨，有高度责任心及敬业精神；5、有较强的学习、沟通能力、组织协调能力、服从工作安排；6、能够适应出差；",民营公司,50,150,计算机软件
安全服务售前经理（安服）,北京天融信科技有限公司,3-4年经验,大专,北京,10000,15000,岗位职责：1、负责售前信息安全、网络安全技术支持工作，负责分析客户需求、与客户进行交流，编写方案设计报告、实施方案报告和其他技术方案；2、随同销售人员拜访用户，了解用户的项目基本情况，了解用户的需求，向用户介绍公司和公司的产品，与用户建立起良好的关系；3、 参加招投标会，进行信息安全技术上的讲解和答疑；4、 参加商务和技术的谈判，参与起草项目技术协议书；5、 负责进行安全服务项目的实施，组织制定项目总体规划和实施设计，对项目实施全过程、全方面管理；6、 负责项目的进度、成本、质量、实施、风险等全部控制以及资源优化，组织做好各阶段服务的完工验收与结算工作。岗位要求：1、计算机、信息系统管理等相关专业专科以上学历；2、3年以上安全行业售前工作经验；1年以上项目经理管理经验；熟悉信息安全技术；理解咨询服务的理念和方法论；2、熟悉信息安全管理领域相关标准、规范，了解GB22239、GB20984、ISO90001、ISO27001；3、熟悉网络安全领域的相关专业技术知识、标准和相关安全产品（防火墙、UTM、IPS、IDS、审计、漏洞扫描、SOC）及服务(渗透测试、风险评估、应急响应)；4、熟悉国际信息安全等级保护的政策和相关技术标准，具有信息安全等级测评经验；5、有优秀的沟通能力和写作能力，具备极强的PPT编写能力以及售前标书能力。优先考虑的条件：具有CISSP、CISP、CCNP、CCIE、RHCE、PMP、ITIL等证书者优先；具有乙方安全公司服务经验者优先。,上市公司,1000,5000,"计算机软件,计算机服务(系统、数据服务、维修)"
运营经理,广州市百客蛮好酒店管理服务有限公司,3-4年经验,大专,广州-白云区,6000,8000,一、岗位职责1、负责制定和优化酒店前台、客房、安保、工程等业务流程和操作运营规范（标准）；2、负责酒店前台、客房、安保、工程等部门人员的培训和考评；3、负责酒店人员业务流程、业务规范、工作状态的巡视检查和考核奖惩；4、负责酒店消防、治安、防盗等安全状况与卫生状况的巡视检查与考核奖惩；5、负责酒店前厅、客房、公共区、办公区等设施设备的巡视检查与考核奖惩；6、负责酒店经理、部长等管理人员在岗履职情况的巡视检查与考核奖惩；7、负责酒店顾客投诉、网络差评的信息监控收集、及时处理和责任追究；8、负责酒店节能降耗措施的制定、组织实施、优化和效果评估；9、负责指导和协助酒店同公安、消防、街道办等管理部门协调处理相关问题；10、负责指导和协助酒店处理安全、服务、员工等方面的困难和突发事件；11、负责酒店运行信息收集整理、统计分析和定期提交安全、质量、维修、节能等月度报告；12、负责酒店运行状况巡视检查和及时下达安全、质量、维修、节能等运行整改通知书或处罚意见；13、负责酒店设备设施维护保养、维修改造计划与方案的制定或审查，并组织相关人员实施；14、负责总部及酒店电话、电脑、网络、官网、办公OA等IT信息系统管理；15、负责总部物业出租与服务、酒店物业出租督办与指导、租金水电费的收取或催收；16、负责总部和酒店车辆的维修保养和驾驶员安全培训监督与服务规范管理；17、负责总部和酒店设备、物资、用品的询价采购和领用发放；18、负责酒店设备、物资、用品的申购审核、领用、保管和处置报废审核；19、负责酒店客房、会议室等产品的装修改造定位、形象包装和宣传推广；20、负责酒店客房、会议室等产品价格与优惠权限的制定和适时调整；21、负责制定酒店年度销售预算并督促酒店制定落实措施；22、负责制定酒店客源定位方案和督促酒店按照客源定位强化区域市场销售；23、负责销售渠道研究和开展多渠道（如订房中心、商务协议）的产品销售；24、负责指导酒店前台销售和开展前台接待员现场销售技巧培训；25、负责制定商务协议、订房中心、会议团体、旅行团等销售合同版本；26、负责订房中心合作统一洽谈、合同签订和后续沟通协调（含网络差评消除）；27、负责指导酒店的会议团体、旅行团合同洽谈、合同签订和后续沟通协调；28、负责酒店官网、微信公众号和其它媒介的宣传内容管理和产品销售推广；29、负责酒店销售合同的集中管理、录入酒店管理系统和到期续签的提示催办；30、负责酒店客源统计、分类分析和采取措施维持科学的客源结构；31、负责酒店收入、价格、住房率等指标分析和及时制定科学的收入保证措施；32、负责会员体系建设、发展计划制定、优惠活动开展等会员管理工作；33、负责大客户、重要客户到店消费的现场服务跟进和协调沟通；34、负责大客户、重要客户的登门拜访和反馈信息的收集分析和及时处理；35、负责销售业务员的招聘、管理、业务培训、销售指导和业绩考核；36、其它交办工作。二、任职要求1、	大专及以上学历，酒店或旅游管理、市场营销相关专业，具有连锁酒店运营管理同岗位经历者优先。2、	具有3 年以上酒店管理公司运行管理或营销管理或酒店经理岗位任职经历，熟悉酒店运营管理流程和规范，具备运营手册制定、营销策划能力和连锁酒店运营管理经验者优先。3、	爱岗敬业，工作细致严谨，认真负责，原则性强，有较强的协调沟通能力和良好的团队合作精神。认同公司理念和价值观，有很强的服务意识和学习能力。,民营公司,50,150,酒店/旅游
专利工程师（接收理工科应届毕业生）,赛恩倍吉科技顾问（深圳）有限公司,无工作经验,本科,深圳-龙华新区,5000,10000,岗位职责：1、产业资讯收集，专利检索分析；2、专利文案撰写，专利挖掘、专利布局 以及专利风险排查；3、专利申请维持；4、专利资产运营；活化专利资产；5、专利品质价值评估（进阶后）。岗位要求：1、意愿：有志于专利行业，愿意在此行业长期稳定发展者；2、语言：具备第二外语能力(英语六级或日语一级)；3、专业要求：本科及以上学历，理工科类如通信工程，电子信息工程，计算机软件，机械，自动化，光学电子，微电子，化学，应用化学，应用物理，物理学，应用数学，材料物理，材料学，机电一体化，电力类，信息系统管理，或情报学，法律，知识产权等；4、具备较强组织能力与逻辑分析能力；5、善于沟通与协调，可快速学习、吸收与归纳分析取得信息；6、具备优良之文字表达能力。,外资（非欧美）,150,500,专业服务(咨询、人力资源、财会)
搬运工,南京鹏达劳务咨询服务有限公司,1年经验,初中及以下,南京-江宁区,3500,8000,岗位职责：1、实施月台卸货或装货作业；2、核对客户名称、装卸货物数量（吨）、运输车辆牌号等信息，确保作业准确；3、搬运前核实货物吨位，并对货物进行现场查验，对解冻或变质货品不予安排装卸作业；4、做好库内码装，确保码放垂直，高度应低于制冷排管30㎝，距墙20㎝；5、履行安全操作规范，确保堆码货品稳平、齐整、紧实，杜绝危险行为；6、完成上级交办的临时性、突发性任务。招聘要求：人数：20人，学历：无年龄要求：25岁-45岁职位月薪：3500-8000（计件提成）工作时间：白班，一天6个半小时，若需加班另外安排福利待遇：社会保险；餐费补贴；免费班车；高温补贴；节日福利；工作地址：南京市江宁区谷里镇银杏湖大道168号该职位为南京天环食品（集团）有限公司招聘，企业简介如下：南京天环食品（集团）有限公司是一个具有百年历史的企业，前身是南京英商和记洋行，始建于1913年。1957年收归国有，1958年由国家投资改建为南京肉类联合加工厂。1996年企业实行现代企业制度，更名为“南京天环食品（集团）有限公司”。2003年，由国有改为民营。2013年因滨江改造，整体搬迁至谷里。南京天环谷昌仓储物流商贸广场总投资16亿元；占地面积265亩；建筑面积38万平方米；由商贸配送区、冷冻仓储区、商务服务区、配套加工区组成。拥***容量30万吨、面积25万平米多功能冷库6座；5万平米可容纳1200家商户的商贸展示中心；8万平米配套商务设施，是华东地区最大的冷冻品集散中心、全国标准最高、运营模式最先进的商业综合体。       南京天环谷昌仓储物流商贸广场将通过科学、先进的电子信息系统管理，为客户提供一站式优质服务，打造冷链物流“新市场、大流通”的新业态。,民营公司,150,500,专业服务(咨询、人力资源、财会)
ERP实施顾问(职位编号：01),南京友拓信息技术有限公司,2年经验,本科,南京-雨花台区,6000,15000,"岗位职责：1.   参与企业客户的业务流程梳理、信息化需求分析，制定信息化系统实施应用方案；2.   负责用友ERP-U8项目实施、方案讲解、产品演示与培训、系统切换及项目推进；3.   具备一定的项目管理能力，负责项目的范围管理、风险控制，保证项目成功交付；4.   担当项目实施服务与技术支持工作。任职资格：1.   本科及以上学历，财务管理或信息系统管理相关专业优先；2.   熟悉生产制造业或商贸流通业的业务管理与流程,有2年以上ERP实施或服务经验；3.   善于识别客户需求，并制定有针对性的解决方案，方案规划能力强；4.   有一定的数据库基础，能熟练运用SQL语句；5.   具备较强的沟通、协调和组织能力，良好的团队合作精神；薪资福利：1.	收入构成=基本工资+季度奖金+年度考核奖金2.	五险一金3.	节日福利4.	年度带薪休假5.	年度体检",民营公司,50,150,计算机软件
市场经理（斯柯达捷康店）,浙江广成汽车集团有限公司,2年经验,大专,杭州-江干区,6000,8000,1、负责整体客户关系管理和信息系统管理、协调各职能部门配合开展2、部门内工作的有效监控，预约、回访、档案、定保提醒等工作的管理及完成情况的监控3、监督所有与客户直接接触岗位的服务质量，在服务过程中出现的问题提出整改意见和方向并按相应规定进行惩处4、客户回访和客户信息管理工作的管理，并根据客服专员反馈的各项信息进行实施改进5、部门内各类活动执行效果、活动报表准确度的报送监督6、领导安排的其他任务,民营公司,1000,5000,汽车及零配件
实施工程师(职位编号：YW),上海数慧系统技术有限公司,无工作经验,本科,深圳,4000,8000,岗位职责：1、根据项目需求，使用公司产品，完成项目业务构建及系统配置；2、负责系统的现场实施工作；3、负责撰写实施文档，协助项目经理进行软件的安装、调试、测试、交付及维护工作；4、协助项目经理完成用户培训及系统运行跟踪，对项目的用户及客户满意度负责；5、负责向用户提供技术支持，负责项目验收或结项后的维护工作。6、深入了解并掌握公司产品，收集并及反馈用户需求，持续创新更加合理的解决方案，使用户获得更好的应用体验；7、深入了解并遵守公司流程、规范，并通过提出变更需求，不断优化公司项目实施流程、规范；8、领导临时安排的其他事项等。任职要求：1、熟悉软件开发流程，熟悉至少一种常用开发语言；2、掌握C#/JAVA/C++至少一种编程语言，掌握基本的Web前端开发技术，其中包括：CSS、HTML、JavaScript、Ajax等。3、熟悉GIS理论，熟悉空间数据相关知识；4、熟练掌握计算机硬件、软件及网络基本知识，熟悉oracle数据库相关知识；5、地理信息系统、测绘、遥感、城市规划、土地管理等相关专业；6、公司鼓励该岗位入职后获得信息处理技术员、网络管理员、信息技术支持工程师、信息系统运行管理员、信息系统管理工程师等证书。,民营公司,150,500,"计算机软件,计算机服务(系统、数据服务、维修)"
实施工程师(职位编号：YW),上海数慧系统技术有限公司,无工作经验,本科,大连,5000,10000,岗位职责：1、根据项目需求，使用公司产品，完成项目业务构建及系统配置；2、负责系统的现场实施工作；3、负责撰写实施文档，协助项目经理进行软件的安装、调试、测试、交付及维护工作；4、协助项目经理完成用户培训及系统运行跟踪，对项目的用户及客户满意度负责；5、负责向用户提供技术支持，负责项目验收或结项后的维护工作。6、深入了解并掌握公司产品，收集并及反馈用户需求，持续创新更加合理的解决方案，使用户获得更好的应用体验；7、领导临时安排的其他事宜等。任职要求：1、熟悉软件开发流程，熟悉至少一种常用开发语言；2、掌握C#/JAVA/C++至少一种编程语言，掌握基本的Web前端开发技术，其中包括：CSS、HTML、JavaScript、Ajax等；3、熟悉GIS理论，熟悉空间数据相关知识；4、熟悉了解计算机硬件、软件及网络基本知识，熟悉oracle数据库相关知识；5、地理信息系统、测绘、遥感、城市规划、土地管理等相关专业；6、公司鼓励该岗位入职后获得信息处理技术员、网络管理员、信息技术支持工程师、信息系统运行管理员、信息系统管理工程师等证书。,民营公司,150,500,"计算机软件,计算机服务(系统、数据服务、维修)"
医院项目信息科长（常州、扬州）,宁波奥克斯医疗投资管理有限公司,无工作经验,本科,常州,150000,200000,1、医院信息系统管理；2、医院内信息化相关维护；3、负责医院内与信息化、网络、硬件相关维护；4、医院信息化部门组建及管理；5、上级领导交办的其他事务。,民营公司,5000,10000,"医疗设备/器械,医疗/护理/卫生"
客服专员,大盛融资租赁有限公司,无工作经验,高中,金华,3000,4500,1、负责客户关系管理和信息系统管理；2、客户的接待及客户投诉的处理与协调；3、客户回访和客户信息工作的管理，并根据反馈意见实施改进；4、围绕客户满意度，协调相关部门制定改进计划；5、完成上级领导交办的其他工作任务。,民营公司,150,500,租赁服务
项目实施工程师（福州）(职位编号：SJ),上海数慧系统技术有限公司,无工作经验,本科,福州,4000,8000,岗位职责：1、根据项目需求，使用公司产品，完成项目业务构建及系统配置；2、负责系统的现场实施工作；3、负责撰写实施文档，协助项目经理进行软件的安装、调试、测试、交付及维护工作；4、协助项目经理完成用户培训及系统运行跟踪，对项目的用户及客户满意度负责；5、负责向用户提供技术支持，负责项目验收或结项后的维护工作。6、深入了解并掌握公司产品，收集并及反馈用户需求，持续创新更加合理的解决方案，使用户获得更好的应用体验；7、深入了解并遵守公司流程、规范，并通过提出变更需求，不断优化公司项目实施流程、规范。任职要求：1、熟悉软件开发流程，熟悉至少一种常用开发语言；2、掌握C#/JAVA/C++至少一种编程语言，掌握基本的Web前端开发技术，其中包括：CSS、HTML、JavaScript、Ajax等。3、熟悉GIS理论，熟悉空间数据相关知识；4、熟练掌握计算机硬件、软件及网络基本知识，熟悉oracle数据库相关知识；5、地理信息系统、测绘、遥感、城市规划、土地管理等相关专业；6、公司鼓励该岗位入职后获得信息处理技术员、网络管理员、信息技术支持工程师、信息系统运行管理员、信息系统管理工程师等证书。,民营公司,150,500,"计算机软件,计算机服务(系统、数据服务、维修)"
信息专员,中国诚通国际贸易有限公司,无工作经验,本科,杭州-西湖区,80000,100000,职位说明：1、负责电脑、电话等硬件设备的日常维护，故障及时反应，按相关规定完成维修；2、负责各部门技术支持。包括：硬件技术支持、操作系统技术支持；3、协助上级进行公司信息系统的日常运维，发生突发故障及时处理，保证各部门正常办公；4、负责网络的日常运维。包括：按规定完成网络的建设及运维，推广网络管理规范；任职资格：1、本科及以上学历，计算机、信息工程相关专业；2、熟练掌握信息系统管理软、硬件；3、熟悉办公软件使用；4、有较强的学习能力，良好的工作态度；5、善于沟通，责任心强，积极乐观向上，团队意识强,国企,50,150,贸易/进出口
计算机维护工程师,石家庄融商伟业电子有限公司,2年经验,大专,石家庄,3000,4500,岗位责任1、计算机信息系统管理与维护；2、做好计算机及信息网络的维护工作；3、业务系统应用软件的推广使用；任职资格1、 专科及以上学历，计算机类相关专业；2、 具有良好的表达能力和较强的沟通能力。3、对客户的故障设备进行维修，熟练掌握计算机系统的安装、调试。4.在石家庄市工作,民营公司,50,50,"计算机服务(系统、数据服务、维修),计算机硬件"
DBA管理专员(000852)(职位编号：DEEJ000852),东阿阿胶股份有限公司,无工作经验,本科,山东省,4500,6000,岗位职责:1、负责Oracle EBS、CRM系统各类应用环境的规划、搭建;2、负责Oracle EBS、CRM系统数据库性能优化和异常故障的排除;3、负责各信息系统备份管理，包括策略制定、实施、监控及应急演练与恢复测试;4、负责统一认证平台日常运维管理及拓展优化;5、IT运维监控平台安装、设置及维护;6、公司各管理体系的运营执行;7、领导交给的其它工作任务。任职资格:1、学历要求：统招全日制本科及以上，计算机科学与技术、信息系统管理等相关专业；2、工作经验：3年以上维护和搭建Oracle EBS系统的工作经验；3、专业知识：a.熟练掌握三种以上主流数据库在各种操作系统与平台（Linux，Windows等）的安装、维护及故障排除；b.熟悉Oracle EBS及相关系统APP和DB的备份策略调整，数据架构（HA、RAC、Data Guard）的搭建和优化;4、其它要求：28岁以下。,上市公司,5000,10000,制药/生物工程
智慧城市咨询师/智慧城市规划设计师,广东省电信规划设计院有限公司（东莞）第一分公司,3-4年经验,本科,东莞,150000,200000,一、岗位职责1、负责智慧城市规划项目咨询；2、负责智慧城市的常规性研究、产业分析报告撰写、调研实施等；3、负责针对客户需求的智慧城市相关应用解决方案的规划、组织、售前方案支持、咨询支持等；二、任职要求1、计算机、通信工程、信息系统管理、电子科学与技术、自动化与控制工程、经济管理等相关专业；2、本科及以上学历，国内外知名大学优先；3、有行业规划、园区规划等咨询经验；业务平台开发、方案制作等经验；4、具备较好的文字写作能力，具备熟练的数据分析能力，有从事互联网，IT通信、数字城市、智慧城市等规划设计经验者优先考虑；5、撰写过研究报告，能够承担报告主笔工作，具有一定的项目管理经验者优先考虑；6、有相关工作经验或咨询、研究、解决方案编写、售前支持等成功案例的优先考虑。三、待遇条件薪酬：年薪18-24万，五险一金+交通补贴+话费补贴+节日补贴+定期体检+补充商业保险待遇：五险一金，专业员工晋升通道，每周集体羽毛球，定期徒步踏青，定期工会活动，定期篮球、足球比赛，专业健身房、家庭俱乐部四、招聘人数：2名五、工作地点：广东东莞，国内,国企,150,500,通信/电信/网络设备
智慧城市通信工程师,广东省电信规划设计院有限公司（东莞）第一分公司,3-4年经验,本科,东莞,150000,200000,一、岗位职责1、负责智慧城市规划项目咨询；2、负责智慧城市的常规性研究、产业分析报告撰写、调研实施等；3、负责针对客户需求的智慧城市相关应用解决方案的规划、组织、售前方案支持、咨询支持等；二、任职要求1、计算机、通信工程、信息系统管理、电子科学与技术、自动化与控制工程、经济管理等相关专业；2、本科及以上学历，国内外知名大学优先；3、有行业规划、园区规划等咨询经验；业务平台开发、方案制作等经验；4、具备较好的文字写作能力，具备熟练的数据分析能力，有从事互联网，IT通信、数字城市、智慧城市等规划设计经验者优先考虑；5、撰写过研究报告，能够承担报告主笔工作，具有一定的项目管理经验者优先考虑；6、有相关工作经验或咨询、研究、解决方案编写、售前支持等成功案例的优先考虑。三、待遇条件薪酬：年薪18-24万，五险一金+交通补贴+话费补贴+节日补贴+定期体检+补充商业保险待遇：五险一金，专业员工晋升通道，每周集体羽毛球，定期徒步踏青，定期工会活动，定期篮球、足球比赛，专业健身房、家庭俱乐部四、招聘人数：2名五、工作地点：广东东莞，国内,国企,150,500,通信/电信/网络设备
售后工程师,石家庄融商伟业电子有限公司,无工作经验,大专,石家庄,3000,4500,岗位责任1、计算机信息系统管理与维护；2、做好计算机及信息网络的维护工作；3、业务系统应用软件的推广使用；任职资格1、 专科及以上学历，计算机类相关专业；2、 具有良好的表达能力和较强的沟通能力。3、对客户的故障设备进行维修，熟练掌握计算机系统的安装、调试。,民营公司,50,50,"计算机服务(系统、数据服务、维修),计算机硬件"
信息科技部主管,广亚铝业有限公司,无工作经验,大专,佛山,6000,8000,技能要求：1、有较强的语言表达能力、沟通能力以及团队管理能力；2、掌握良好的网络基础知识和较强的网络安全防护知识3、熟悉数据库的日常维护以及数据库数据的操作4、熟悉一门开发语言，有一定的开发经验5、有2年以上信息系统管理相关工作工作主要职责：1、协助信息部经理管理团队日常工作2、信息系统的运维管理和培训管理工作3、各部门信息化需求的整理与分析4、信息设备的管理,民营公司,1000,5000,"建筑/建材/工程,原材料和加工"
软件工程师/JAVA开发工程师,深圳市博科供应链管理有限公司,1年经验,大专,深圳-福田区,6000,10000,岗位职责：1、协助项目经理导入CRM系统，进行内部需求调研，配合项目实施团队进行需求开发，根据需求增加或修改功能及流程；解决用户反馈的日常应用问题。2、根据业务、用户需求增强开发其他业务系统的功能；包括WEB前端、移动客户端的应用开发。3、参与CRM系统建设过程，掌握应用到的技能并在系统上线后能承担开发和运维的工作。4、完成上级领导安排的其它任务。任职要求：1、计算机软件开发及相关专业、信息系统管理、数学、物理专业，本科学历；2、有2年以上JAVA开发经验，Java基础扎实，掌握JSP、servlet开发、MVC开发模式及原理，掌握JavaScrip，JQuery前端开发；掌握Structs、Hibernate、Spring等框架及SSH整合。3、至少掌握ORACLE、MS-SQLSERVER、MySql其中一种数据库。4、掌握常用的应用服务部署容器（WebLogic、Tomcat等）；熟悉常用集成开发工具(Eclipse、Android Studio)，掌握常用的调试方式。5、有APP开发经验（IOS、安卓系统）。6、有CRM项目实施开发经验优先。7、良好的学习能力和独立解决问题的能力，良好的沟通能力、团队合作精神；良好的自我约束能力和自我驱动能力；良好的抗压能力。我们为您提供以下福利：1、 5天8小时制2、 购买社保及住房公积金3、 带薪年假、病假4、 年底双薪+丰厚的年终奖5、 国家法定节假日6、 每年1-2次旅游活动7、 每年1次健康体检8、 婚庆、生育、节日、生日礼金9、春节回家车费补助。工作地点：深圳市福田保税区桃花路30号综合信兴三期东座7楼就近站台：“绒花路口”或“保税区四号门”工作地址深圳市福田保税区桃花路30号综合信兴三期东座7楼,民营公司,150,500,"交通/运输/物流,贸易/进出口"
